,date,t,ff,u,brent,holidays,curfew,rush hour,Taux,bike
42,09/02/20 18:00,292.75,2.4,44,76.44,0,0,1,,94
43,09/02/20 19:00,292.75,2.4,44,76.44,0,0,1,,94
44,09/02/20 20:00,292.75,2.4,44,76.44,0,0,1,,94
45,09/02/20 21:00,290.55,0.5,55,76.44,0,0,0,,26
46,09/02/20 22:00,290.55,0.5,55,76.44,0,0,0,,26
47,09/02/20 23:00,290.55,0.5,55,76.44,0,0,0,,26
48,09/03/20 00:00,290.05,1,59,76.44,0,0,0,,28
49,09/03/20 01:00,290.05,1,59,76.44,0,0,0,,28
50,09/03/20 02:00,290.05,1,59,76.44,0,0,0,,28
51,09/03/20 03:00,289.15,2,67,76.44,0,0,0,,6
52,09/03/20 04:00,289.15,2,67,76.44,0,0,0,,6
53,09/03/20 05:00,289.15,2,67,76.44,0,0,0,,6
54,09/03/20 06:00,289.25,1.4,65,76.44,0,0,0,,9
55,09/03/20 07:00,289.25,1.4,65,76.44,0,0,0,,9
56,09/03/20 08:00,289.25,1.4,65,76.44,0,0,1,,9
57,09/03/20 09:00,295.45,4.8,48,77.42,0,0,1,,64
58,09/03/20 10:00,295.45,4.8,48,77.42,0,0,1,,64
59,09/03/20 11:00,295.45,4.8,48,77.42,0,0,0,,64
60,09/03/20 12:00,298.95,5.2,42,77.42,0,0,0,,52
61,09/03/20 13:00,298.95,5.2,42,77.42,0,0,0,,52
62,09/03/20 14:00,298.95,5.2,42,77.42,0,0,0,,52
63,09/03/20 15:00,300.35,4.6,36,77.42,0,0,0,,50
64,09/03/20 16:00,300.35,4.6,36,77.42,0,0,0,,50
65,09/03/20 17:00,300.35,4.6,36,77.42,0,0,1,,50
66,09/03/20 18:00,298.95,3.1,44,77.42,0,0,1,,115
67,09/03/20 19:00,298.95,3.1,44,77.42,0,0,1,,115
68,09/03/20 20:00,298.95,3.1,44,77.42,0,0,1,,115
69,09/03/20 21:00,296.95,2.7,48,77.42,0,0,0,,35
70,09/03/20 22:00,296.95,2.7,48,77.42,0,0,0,,35
71,09/03/20 23:00,296.95,2.7,48,77.42,0,0,0,,35
72,09/04/20 00:00,293.25,2.3,62,77.42,0,0,0,,26
73,09/04/20 01:00,293.25,2.3,62,77.42,0,0,0,,26
74,09/04/20 02:00,293.25,2.3,62,77.42,0,0,0,,26
75,09/04/20 03:00,290.65,2.9,72,77.42,0,0,0,,3
76,09/04/20 04:00,290.65,2.9,72,77.42,0,0,0,,3
77,09/04/20 05:00,290.65,2.9,72,77.42,0,0,0,,3
78,09/04/20 06:00,290.15,1.7,77,77.42,0,0,0,,7
79,09/04/20 07:00,290.15,1.7,77,77.42,0,0,0,,7
80,09/04/20 08:00,290.15,1.7,77,77.42,0,0,1,,7
81,09/04/20 09:00,296.15,1.9,60,77.42,0,0,1,,54
82,09/04/20 10:00,296.15,1.9,60,77.42,0,0,1,,54
83,09/04/20 11:00,296.15,1.9,60,77.42,0,0,0,,54
84,09/04/20 12:00,300.55,3.3,36,77.42,0,0,0,,66
85,09/04/20 13:00,300.55,3.3,36,77.42,0,0,0,,66
86,09/04/20 14:00,300.55,3.3,36,77.42,0,0,0,,66
87,09/04/20 15:00,302.75,3.1,28,77.42,0,0,0,,40
88,09/04/20 16:00,302.75,3.1,28,77.42,0,0,0,,40
89,09/04/20 17:00,302.75,3.1,28,77.42,0,0,1,,40
90,09/04/20 18:00,299.95,5.1,41,77.42,0,0,1,,80
91,09/04/20 19:00,299.95,5.1,41,77.42,0,0,1,,80
92,09/04/20 20:00,299.95,5.1,41,77.42,0,0,1,,80
93,09/04/20 21:00,293.55,3.2,77,77.42,0,0,0,,30
94,09/04/20 22:00,293.55,3.2,77,77.42,0,0,0,,30
95,09/04/20 23:00,293.55,3.2,77,77.42,0,0,0,,30
96,09/05/20 00:00,290.85,2.8,81,77.42,0,0,0,,20
97,09/05/20 01:00,290.85,2.8,81,77.42,0,0,0,,20
98,09/05/20 02:00,290.85,2.8,81,77.42,0,0,0,,20
99,09/05/20 03:00,290.25,6,74,77.42,0,0,0,,7
100,09/05/20 04:00,290.25,6,74,77.42,0,0,0,,7
101,09/05/20 05:00,290.25,6,74,77.42,0,0,0,,7
102,09/05/20 06:00,288.95,2.8,81,77.42,0,0,0,,5
103,09/05/20 07:00,288.95,2.8,81,77.42,0,0,0,,5
104,09/05/20 08:00,288.95,2.8,81,77.42,0,0,1,,5
105,09/05/20 09:00,290.35,4.9,72,77.42,0,0,1,,15
106,09/05/20 10:00,290.35,4.9,72,77.42,0,0,1,,15
107,09/05/20 11:00,290.35,4.9,72,77.42,0,0,0,,15
108,09/05/20 12:00,292.35,4,53,77.42,0,0,0,,32
109,09/05/20 13:00,292.35,4,53,77.42,0,0,0,,32
110,09/05/20 14:00,292.35,4,53,77.42,0,0,0,,32
111,09/05/20 15:00,294.75,4,40,77.42,0,0,0,,40
112,09/05/20 16:00,294.75,4,40,77.42,0,0,0,,40
113,09/05/20 17:00,294.75,4,40,77.42,0,0,1,,40
114,09/05/20 18:00,291.65,5,52,77.42,0,0,1,,58
115,09/05/20 19:00,291.65,5,52,77.42,0,0,1,,58
116,09/05/20 20:00,291.65,5,52,77.42,0,0,1,,58
117,09/05/20 21:00,288.85,4.1,57,77.42,0,0,0,,25
118,09/05/20 22:00,288.85,4.1,57,77.42,0,0,0,,25
119,09/05/20 23:00,288.85,4.1,57,77.42,0,0,0,,25
120,09/06/20 00:00,285.65,2,71,77.42,0,0,0,,27
121,09/06/20 01:00,285.65,2,71,77.42,0,0,0,,27
122,09/06/20 02:00,285.65,2,71,77.42,0,0,0,,27
123,09/06/20 03:00,285.05,2.2,78,77.42,0,0,0,,8
124,09/06/20 04:00,285.05,2.2,78,77.42,0,0,0,,8
125,09/06/20 05:00,285.05,2.2,78,77.42,0,0,0,,8
126,09/06/20 06:00,283.65,1.7,86,77.42,0,0,0,,5
127,09/06/20 07:00,283.65,1.7,86,77.42,0,0,0,,5
128,09/06/20 08:00,283.65,1.7,86,77.42,0,0,1,,5
129,09/06/20 09:00,290.55,1.6,64,78.85,0,0,1,,21
130,09/06/20 10:00,290.55,1.6,64,78.85,0,0,1,,21
131,09/06/20 11:00,290.55,1.6,64,78.85,0,0,0,,21
132,09/06/20 12:00,289.75,4.6,62,78.85,0,0,0,,40
133,09/06/20 13:00,289.75,4.6,62,78.85,0,0,0,,40
134,09/06/20 14:00,289.75,4.6,62,78.85,0,0,0,,40
135,09/06/20 15:00,292.75,2.3,47,78.85,0,0,0,,55
136,09/06/20 16:00,292.75,2.3,47,78.85,0,0,0,,55
137,09/06/20 17:00,292.75,2.3,47,78.85,0,0,1,,55
138,09/06/20 18:00,290.35,3.1,58,78.85,0,0,1,,29
139,09/06/20 19:00,290.35,3.1,58,78.85,0,0,1,,29
140,09/06/20 20:00,290.35,3.1,58,78.85,0,0,1,,29
141,09/06/20 21:00,288.55,2.8,68,78.85,0,0,0,,20
142,09/06/20 22:00,288.55,2.8,68,78.85,0,0,0,,20
143,09/06/20 23:00,288.55,2.8,68,78.85,0,0,0,,20
144,09/07/20 00:00,285.65,2.5,80,78.85,0,0,0,,8
145,09/07/20 01:00,285.65,2.5,80,78.85,0,0,0,,8
146,09/07/20 02:00,285.65,2.5,80,78.85,0,0,0,,8
147,09/07/20 03:00,284.15,1.2,89,78.85,0,0,0,,3
148,09/07/20 04:00,284.15,1.2,89,78.85,0,0,0,,3
149,09/07/20 05:00,284.15,1.2,89,78.85,0,0,0,,3
150,09/07/20 06:00,284.05,1.4,94,78.85,0,0,0,,6
151,09/07/20 07:00,284.05,1.4,94,78.85,0,0,0,,6
152,09/07/20 08:00,284.05,1.4,94,78.85,0,0,1,,6
153,09/07/20 09:00,291.65,2.5,59,78.3,0,0,1,,66
154,09/07/20 10:00,291.65,2.5,59,78.3,0,0,1,,66
155,09/07/20 11:00,291.65,2.5,59,78.3,0,0,0,,66
156,09/07/20 12:00,294.75,2.7,45,78.3,0,0,0,,42
157,09/07/20 13:00,294.75,2.7,45,78.3,0,0,0,,42
158,09/07/20 14:00,294.75,2.7,45,78.3,0,0,0,,42
159,09/07/20 15:00,296.45,1.6,33,78.3,0,0,0,,46
160,09/07/20 16:00,296.45,1.6,33,78.3,0,0,0,,46
161,09/07/20 17:00,296.45,1.6,33,78.3,0,0,1,,46
162,09/07/20 18:00,293.15,3.1,44,78.3,0,0,1,,108
163,09/07/20 19:00,293.15,3.1,44,78.3,0,0,1,,108
164,09/07/20 20:00,293.15,3.1,44,78.3,0,0,1,,108
165,09/07/20 21:00,291.05,0.9,52,78.3,0,0,0,,27
166,09/07/20 22:00,291.05,0.9,52,78.3,0,0,0,,27
167,09/07/20 23:00,291.05,0.9,52,78.3,0,0,0,,27
168,09/08/20 00:00,288.25,1.1,69,78.3,0,0,0,,10
169,09/08/20 01:00,288.25,1.1,69,78.3,0,0,0,,10
170,09/08/20 02:00,288.25,1.1,69,78.3,0,0,0,,10
171,09/08/20 03:00,287.25,1.8,78,78.3,0,0,0,,3
172,09/08/20 04:00,287.25,1.8,78,78.3,0,0,0,,3
173,09/08/20 05:00,287.25,1.8,78,78.3,0,0,0,,3
174,09/08/20 06:00,288.05,1.1,82,78.3,0,0,0,,8
175,09/08/20 07:00,288.05,1.1,82,78.3,0,0,0,,8
176,09/08/20 08:00,288.05,1.1,82,78.3,0,0,1,,8
177,09/08/20 09:00,292.45,1.5,64,77.86,0,0,1,,89
178,09/08/20 10:00,292.45,1.5,64,77.86,0,0,1,,89
179,09/08/20 11:00,292.45,1.5,64,77.86,0,0,0,,89
180,09/08/20 12:00,296.55,3.5,51,77.86,0,0,0,,60
181,09/08/20 13:00,296.55,3.5,51,77.86,0,0,0,,60
182,09/08/20 14:00,296.55,3.5,51,77.86,0,0,0,,60
183,09/08/20 15:00,299.25,2.2,46,77.86,0,0,0,,47
184,09/08/20 16:00,299.25,2.2,46,77.86,0,0,0,,47
185,09/08/20 17:00,299.25,2.2,46,77.86,0,0,1,,47
186,09/08/20 18:00,297.65,3.8,53,77.86,0,0,1,,112
187,09/08/20 19:00,297.65,3.8,53,77.86,0,0,1,,112
188,09/08/20 20:00,297.65,3.8,53,77.86,0,0,1,,112
189,09/08/20 21:00,294.45,3.5,69,77.86,0,0,0,,23
190,09/08/20 22:00,294.45,3.5,69,77.86,0,0,0,,23
191,09/08/20 23:00,294.45,3.5,69,77.86,0,0,0,,23
192,09/09/20 00:00,290.65,1.8,88,77.86,0,0,0,,16
193,09/09/20 01:00,290.65,1.8,88,77.86,0,0,0,,16
194,09/09/20 02:00,290.65,1.8,88,77.86,0,0,0,,16
195,09/09/20 03:00,292.05,1.4,85,77.86,0,0,0,,2
196,09/09/20 04:00,292.05,1.4,85,77.86,0,0,0,,2
197,09/09/20 05:00,292.05,1.4,85,77.86,0,0,0,,2
198,09/09/20 06:00,292.45,1.4,82,77.86,0,0,0,,10
199,09/09/20 07:00,292.45,1.4,82,77.86,0,0,0,,10
200,09/09/20 08:00,292.45,1.4,82,77.86,0,0,1,,10
201,09/09/20 09:00,296.05,1.9,66,77.81,0,0,1,,67
202,09/09/20 10:00,296.05,1.9,66,77.81,0,0,1,,67
203,09/09/20 11:00,296.05,1.9,66,77.81,0,0,0,,67
204,09/09/20 12:00,300.55,4.4,26,77.81,0,0,0,,55
205,09/09/20 13:00,300.55,4.4,26,77.81,0,0,0,,55
206,09/09/20 14:00,300.55,4.4,26,77.81,0,0,0,,55
207,09/09/20 15:00,300.85,4.2,47,77.81,0,0,0,,42
208,09/09/20 16:00,300.85,4.2,47,77.81,0,0,0,,42
209,09/09/20 17:00,300.85,4.2,47,77.81,0,0,1,,42
210,09/09/20 18:00,297.25,3.4,46,77.81,0,0,1,,104
211,09/09/20 19:00,297.25,3.4,46,77.81,0,0,1,,104
212,09/09/20 20:00,297.25,3.4,46,77.81,0,0,1,,104
213,09/09/20 21:00,294.75,4.2,56,77.81,0,0,0,,22
214,09/09/20 22:00,294.75,4.2,56,77.81,0,0,0,,22
215,09/09/20 23:00,294.75,4.2,56,77.81,0,0,0,,22
216,09/10/20 00:00,292.85,3.8,76,77.81,0,0,0,,21
217,09/10/20 01:00,292.85,3.8,76,77.81,0,0,0,,21
218,09/10/20 02:00,292.85,3.8,76,77.81,0,0,0,,21
219,09/10/20 03:00,290.05,2.5,89,77.81,0,0,0,,5
220,09/10/20 04:00,290.05,2.5,89,77.81,0,0,0,,5
221,09/10/20 05:00,290.05,2.5,89,77.81,0,0,0,,5
222,09/10/20 06:00,290.55,3.1,91,77.81,0,0,0,,13
223,09/10/20 07:00,290.55,3.1,91,77.81,0,0,0,,13
224,09/10/20 08:00,290.55,3.1,91,77.81,0,0,1,,13
225,09/10/20 09:00,293.75,2.8,76,79.4,0,0,1,,64
226,09/10/20 10:00,293.75,2.8,76,79.4,0,0,1,,64
227,09/10/20 11:00,293.75,2.8,76,79.4,0,0,0,,64
228,09/10/20 12:00,298.15,3.1,57,79.4,0,0,0,,33
229,09/10/20 13:00,298.15,3.1,57,79.4,0,0,0,,33
230,09/10/20 14:00,298.15,3.1,57,79.4,0,0,0,,33
231,09/10/20 15:00,299.05,3.8,49,79.4,0,0,0,,43
232,09/10/20 16:00,299.05,3.8,49,79.4,0,0,0,,43
233,09/10/20 17:00,299.05,3.8,49,79.4,0,0,1,,43
234,09/10/20 18:00,296.35,2.4,55,79.4,0,0,1,,84
235,09/10/20 19:00,296.35,2.4,55,79.4,0,0,1,,84
236,09/10/20 20:00,296.35,2.4,55,79.4,0,0,1,,84
237,09/10/20 21:00,293.65,1.4,65,79.4,0,0,0,,31
238,09/10/20 22:00,293.65,1.4,65,79.4,0,0,0,,31
239,09/10/20 23:00,293.65,1.4,65,79.4,0,0,0,,31
240,09/11/20 00:00,291.35,1.4,70,79.4,0,0,0,,42
241,09/11/20 01:00,291.35,1.4,70,79.4,0,0,0,,42
242,09/11/20 02:00,291.35,1.4,70,79.4,0,0,0,,42
243,09/11/20 03:00,290.05,2.3,76,79.4,0,0,0,,3
244,09/11/20 04:00,290.05,2.3,76,79.4,0,0,0,,3
245,09/11/20 05:00,290.05,2.3,76,79.4,0,0,0,,3
246,09/11/20 06:00,288.85,1,76,79.4,0,0,0,,11
247,09/11/20 07:00,288.85,1,76,79.4,0,0,0,,11
248,09/11/20 08:00,288.85,1,76,79.4,0,0,1,,11
249,09/11/20 09:00,295.05,0.9,55,79.4,0,0,1,,43
250,09/11/20 10:00,295.05,0.9,55,79.4,0,0,1,,43
251,09/11/20 11:00,295.05,0.9,55,79.4,0,0,0,,43
252,09/11/20 12:00,299.45,2.7,48,79.4,0,0,0,,55
253,09/11/20 13:00,299.45,2.7,48,79.4,0,0,0,,55
254,09/11/20 14:00,299.45,2.7,48,79.4,0,0,0,,55
255,09/11/20 15:00,299.85,2.4,44,79.4,0,0,0,,35
256,09/11/20 16:00,299.85,2.4,44,79.4,0,0,0,,35
257,09/11/20 17:00,299.85,2.4,44,79.4,0,0,1,,35
258,09/11/20 18:00,296.35,1.8,55,79.4,0,0,1,,70
259,09/11/20 19:00,296.35,1.8,55,79.4,0,0,1,,70
260,09/11/20 20:00,296.35,1.8,55,79.4,0,0,1,,70
261,09/11/20 21:00,292.45,2.4,67,79.4,0,0,0,,23
262,09/11/20 22:00,292.45,2.4,67,79.4,0,0,0,,23
263,09/11/20 23:00,292.45,2.4,67,79.4,0,0,0,,23
264,09/12/20 00:00,289.25,1.7,74,79.4,0,0,0,,47
265,09/12/20 01:00,289.25,1.7,74,79.4,0,0,0,,47
266,09/12/20 02:00,289.25,1.7,74,79.4,0,0,0,,47
267,09/12/20 03:00,287.25,2.5,83,79.4,0,0,0,,13
268,09/12/20 04:00,287.25,2.5,83,79.4,0,0,0,,13
269,09/12/20 05:00,287.25,2.5,83,79.4,0,0,0,,13
270,09/12/20 06:00,286.95,3.1,84,79.4,0,0,0,,15
271,09/12/20 07:00,286.95,3.1,84,79.4,0,0,0,,15
272,09/12/20 08:00,286.95,3.1,84,79.4,0,0,1,,15
273,09/12/20 09:00,291.45,3,62,79.4,0,0,1,,31
274,09/12/20 10:00,291.45,3,62,79.4,0,0,1,,31
275,09/12/20 11:00,291.45,3,62,79.4,0,0,0,,31
276,09/12/20 12:00,294.45,3.8,55,79.4,0,0,0,,30
277,09/12/20 13:00,294.45,3.8,55,79.4,0,0,0,,30
278,09/12/20 14:00,294.45,3.8,55,79.4,0,0,0,,30
279,09/12/20 15:00,296.25,3.3,45,79.4,0,0,0,,48
280,09/12/20 16:00,296.25,3.3,45,79.4,0,0,0,,48
281,09/12/20 17:00,296.25,3.3,45,79.4,0,0,1,,48
282,09/12/20 18:00,293.45,2.7,51,79.4,0,0,1,,56
283,09/12/20 19:00,293.45,2.7,51,79.4,0,0,1,,56
284,09/12/20 20:00,293.45,2.7,51,79.4,0,0,1,,56
285,09/12/20 21:00,289.65,1,65,79.4,0,0,0,,23
286,09/12/20 22:00,289.65,1,65,79.4,0,0,0,,23
287,09/12/20 23:00,289.65,1,65,79.4,0,0,0,,23
288,09/13/20 00:00,288.35,0.5,76,79.4,0,0,0,,24
289,09/13/20 01:00,288.35,0.5,76,79.4,0,0,0,,24
290,09/13/20 02:00,288.35,0.5,76,79.4,0,0,0,,24
291,09/13/20 03:00,286.05,0.5,86,79.4,0,0,0,,16
292,09/13/20 04:00,286.05,0.5,86,79.4,0,0,0,,16
293,09/13/20 05:00,286.05,0.5,86,79.4,0,0,0,,16
294,09/13/20 06:00,284.65,0.6,94,79.4,0,0,0,,1
295,09/13/20 07:00,284.65,0.6,94,79.4,0,0,0,,1
296,09/13/20 08:00,284.65,0.6,94,79.4,0,0,1,,1
297,09/13/20 09:00,293.25,1.1,56,81.44,0,0,1,,13
298,09/13/20 10:00,293.25,1.1,56,81.44,0,0,1,,13
299,09/13/20 11:00,293.25,1.1,56,81.44,0,0,0,,13
300,09/13/20 12:00,298.65,2.7,39,81.44,0,0,0,,36
301,09/13/20 13:00,298.65,2.7,39,81.44,0,0,0,,36
302,09/13/20 14:00,298.65,2.7,39,81.44,0,0,0,,36
303,09/13/20 15:00,301.45,2.2,27,81.44,0,0,0,,37
304,09/13/20 16:00,301.45,2.2,27,81.44,0,0,0,,37
305,09/13/20 17:00,301.45,2.2,27,81.44,0,0,1,,37
306,09/13/20 18:00,297.95,1.7,33,81.44,0,0,1,,80
307,09/13/20 19:00,297.95,1.7,33,81.44,0,0,1,,80
308,09/13/20 20:00,297.95,1.7,33,81.44,0,0,1,,80
309,09/13/20 21:00,292.45,0,49,81.44,0,0,0,,27
310,09/13/20 22:00,292.45,0,49,81.44,0,0,0,,27
311,09/13/20 23:00,292.45,0,49,81.44,0,0,0,,27
312,09/14/20 00:00,287.25,0,69,81.44,0,0,0,,16
313,09/14/20 01:00,287.25,0,69,81.44,0,0,0,,16
314,09/14/20 02:00,287.25,0,69,81.44,0,0,0,,16
315,09/14/20 03:00,286.35,0,77,81.44,0,0,0,,5
316,09/14/20 04:00,286.35,0,77,81.44,0,0,0,,5
317,09/14/20 05:00,286.35,0,77,81.44,0,0,0,,5
318,09/14/20 06:00,288.25,0.7,72,81.44,0,0,0,,18
319,09/14/20 07:00,288.25,0.7,72,81.44,0,0,0,,18
320,09/14/20 08:00,288.25,0.7,72,81.44,0,0,1,,18
321,09/14/20 09:00,296.35,1.7,48,82.72,0,0,1,,68
322,09/14/20 10:00,296.35,1.7,48,82.72,0,0,1,,68
323,09/14/20 11:00,296.35,1.7,48,82.72,0,0,0,,68
324,09/14/20 12:00,304.75,2.2,34,82.72,0,0,0,,43
325,09/14/20 13:00,304.75,2.2,34,82.72,0,0,0,,43
326,09/14/20 14:00,304.75,2.2,34,82.72,0,0,0,,43
327,09/14/20 15:00,307.45,3.7,25,82.72,0,0,0,,34
328,09/14/20 16:00,307.45,3.7,25,82.72,0,0,0,,34
329,09/14/20 17:00,307.45,3.7,25,82.72,0,0,1,,34
330,09/14/20 18:00,301.55,0,35,82.72,0,0,1,,90
331,09/14/20 19:00,301.55,0,35,82.72,0,0,1,,90
332,09/14/20 20:00,301.55,0,35,82.72,0,0,1,,90
333,09/14/20 21:00,294.65,0.7,56,82.72,0,0,0,,28
334,09/14/20 22:00,294.65,0.7,56,82.72,0,0,0,,28
335,09/14/20 23:00,294.65,0.7,56,82.72,0,0,0,,28
336,09/15/20 00:00,291.85,1.2,64,82.72,0,0,0,,13
337,09/15/20 01:00,291.85,1.2,64,82.72,0,0,0,,13
338,09/15/20 02:00,291.85,1.2,64,82.72,0,0,0,,13
339,09/15/20 03:00,291.45,0.6,62,82.72,0,0,0,,2
340,09/15/20 04:00,291.45,0.6,62,82.72,0,0,0,,2
341,09/15/20 05:00,291.45,0.6,62,82.72,0,0,0,,2
342,09/15/20 06:00,290.05,0.8,75,82.72,0,0,0,,11
343,09/15/20 07:00,290.05,0.8,75,82.72,0,0,0,,11
344,09/15/20 08:00,290.05,0.8,75,82.72,0,0,1,,11
345,09/15/20 09:00,298.35,3.3,46,81.39,0,0,1,,48
346,09/15/20 10:00,298.35,3.3,46,81.39,0,0,1,,48
347,09/15/20 11:00,298.35,3.3,46,81.39,0,0,0,,48
348,09/15/20 12:00,305.95,2.8,30,81.39,0,0,0,,66
349,09/15/20 13:00,305.95,2.8,30,81.39,0,0,0,,66
350,09/15/20 14:00,305.95,2.8,30,81.39,0,0,0,,66
351,09/15/20 15:00,307.05,3.1,28,81.39,0,0,0,,45
352,09/15/20 16:00,307.05,3.1,28,81.39,0,0,0,,45
353,09/15/20 17:00,307.05,3.1,28,81.39,0,0,1,,45
354,09/15/20 18:00,302.05,0.5,32,81.39,0,0,1,,88
355,09/15/20 19:00,302.05,0.5,32,81.39,0,0,1,,88
356,09/15/20 20:00,302.05,0.5,32,81.39,0,0,1,,88
357,09/15/20 21:00,296.45,1.3,46,81.39,0,0,0,,23
358,09/15/20 22:00,296.45,1.3,46,81.39,0,0,0,,23
359,09/15/20 23:00,296.45,1.3,46,81.39,0,0,0,,23
360,09/16/20 00:00,293.75,1.9,62,81.39,0,0,0,,16
361,09/16/20 01:00,293.75,1.9,62,81.39,0,0,0,,16
362,09/16/20 02:00,293.75,1.9,62,81.39,0,0,0,,16
363,09/16/20 03:00,291.75,2.2,81,81.39,0,0,0,,2
364,09/16/20 04:00,291.75,2.2,81,81.39,0,0,0,,2
365,09/16/20 05:00,291.75,2.2,81,81.39,0,0,0,,2
366,09/16/20 06:00,289.75,1.3,85,81.39,0,0,0,,13
367,09/16/20 07:00,289.75,1.3,85,81.39,0,0,0,,13
368,09/16/20 08:00,289.75,1.3,85,81.39,0,0,1,,13
369,09/16/20 09:00,297.75,1.9,59,82.34,0,0,1,,54
370,09/16/20 10:00,297.75,1.9,59,82.34,0,0,1,,54
371,09/16/20 11:00,297.75,1.9,59,82.34,0,0,0,,54
372,09/16/20 12:00,302.25,2.6,45,82.34,0,0,0,,61
373,09/16/20 13:00,302.25,2.6,45,82.34,0,0,0,,61
374,09/16/20 14:00,302.25,2.6,45,82.34,0,0,0,,61
375,09/16/20 15:00,304.45,1.7,37,82.34,0,0,0,,36
376,09/16/20 16:00,304.45,1.7,37,82.34,0,0,0,,36
377,09/16/20 17:00,304.45,1.7,37,82.34,0,0,1,,36
378,09/16/20 18:00,301.75,4.7,43,82.34,0,0,1,,95
379,09/16/20 19:00,301.75,4.7,43,82.34,0,0,1,,95
380,09/16/20 20:00,301.75,4.7,43,82.34,0,0,1,,95
381,09/16/20 21:00,298.35,5.4,52,82.34,0,0,0,,24
382,09/16/20 22:00,298.35,5.4,52,82.34,0,0,0,,24
383,09/16/20 23:00,298.35,5.4,52,82.34,0,0,0,,24
384,09/17/20 00:00,294.55,7,57,82.34,0,0,0,,28
385,09/17/20 01:00,294.55,7,57,82.34,0,0,0,,28
386,09/17/20 02:00,294.55,7,57,82.34,0,0,0,,28
387,09/17/20 03:00,292.65,6.7,69,82.34,0,0,0,,6
388,09/17/20 04:00,292.65,6.7,69,82.34,0,0,0,,6
389,09/17/20 05:00,292.65,6.7,69,82.34,0,0,0,,6
390,09/17/20 06:00,290.45,6.1,83,82.34,0,0,0,,13
391,09/17/20 07:00,290.45,6.1,83,82.34,0,0,0,,13
392,09/17/20 08:00,290.45,6.1,83,82.34,0,0,1,,13
393,09/17/20 09:00,293.95,6.4,65,82.17,0,0,1,,9
394,09/17/20 10:00,293.95,6.4,65,82.17,0,0,1,,9
395,09/17/20 11:00,293.95,6.4,65,82.17,0,0,0,,9
396,09/17/20 12:00,297.65,6.1,49,82.17,0,0,0,,55
397,09/17/20 13:00,297.65,6.1,49,82.17,0,0,0,,55
398,09/17/20 14:00,297.65,6.1,49,82.17,0,0,0,,55
399,09/17/20 15:00,299.05,6.8,33,82.17,0,0,0,,37
400,09/17/20 16:00,299.05,6.8,33,82.17,0,0,0,,37
